,City,Country,Latitude,Longitude,Elevation,Max Temp,Humidity,Wind Speed,Cloudiness,Date,Adj Temp,Elevation (ft)
19050,Ponorogo,ID,-7.87,111.46,100.2022247314453,86.01,45,4.07,0,1538020790,87.16061613445771,328.747466987915
19051,Bilopillya,UA,51.15,34.31,160.9448852539062,42.45,70,16.82,92,1538020790,44.298120460677495,528.0344173364256
19052,San Agustin Acasaguastlan,GT,14.95,-89.97,381.3963623046875,67.29,88,1.72,80,1538020790,71.66955154456299,1251.3004413037108
19053,Bauru,BR,-22.32,-49.07,522.158203125,77,78,5.82,0,1538017200,82.99591131699219,1713.117519140625
19054,Stony Mountain,CA,50.09,-97.22,241.160888671875,42.8,100,6.93,90,1538017200,45.56923601496582,791.2102899902344
19055,Madhupur,IN,24.26,86.65,244.2476959228516,84.84,81,4.41,12,1538020791,87.64468163742035,801.3376106915284
19056,Walsall,GB,52.58,-1.98,147.2437438964844,59,93,2.24,90,1538018400,60.690791076538694,483.0831647253419
19057,Kurlovo,RU,55.45,40.61,125,39.48,96,25.1,92,1538020792,40.915367499999995,410.105
19058,Sikar,IN,27.61,75.14,435.4204406738281,80.52,78,4.63,0,1538020594,85.51990679503112,1428.5447985803223
19059,Cienaga,CO,11.01,-74.25,6.874666690826416,84.2,70,11.41,40,1538017200,84.27894138513076,22.554681465930937
19060,Tvrdonice,CZ,48.76,16.99,179.0493621826172,41,80,2.24,0,1538019000,43.05601308298126,587.4323094232178
19061,Remiremont,FR,48.02,6.59,385.6274719238281,42.8,93,2.28,0,1538019000,47.228137122453,1265.1820349865723
19062,Yokkaichi,JP,34.97,136.62,6.39014720916748,68,82,6.93,75,1538017200,68.07337767699404,20.965050569725033
19063,Charthawal,IN,29.55,77.58,247.7020874023438,79.89,89,4.41,0,1538020793,82.73434820751586,812.6709164331056
19064,Lebaksiu,ID,-7.05,109.14,149.6133270263672,84.3,47,3.74,0,1538020793,86.01800085744415,490.8573878411865
19065,Okany,HU,46.9,21.35,86.92444610595703,41,93,4.7,36,1538019000,41.998148199167936,285.18519976226804
19066,Mubarakpur,IN,26.09,83.29,81.8542251586914,86.91,67,4.52,0,1538020794,87.84992715624374,268.55061606964114
19067,Agas,RO,46.48,26.22,556.3084716796875,32,80,2.06,0,1538019000,38.38805680178955,1825.159086225586
19068,Stjordalshalsen,NO,63.47,10.93,13.22945690155029,44.6,81,21.92,40,1538018400,44.751913059833086,43.40373138088225
19069,Lakitelek,HU,46.87,20,88.95723724365234,41,86,4.07,0,1538018100,42.02149061783462,291.85446223846435
19070,Karur,IN,10.96,78.08,128,75.57,91,4.63,20,1538020795,77.03981632,419.94752
19071,Sand,NO,59.48,6.25,92.47881317138672,51.8,62,11.41,100,1538018400,52.86192866291824,303.4081894052124
19072,Ikire,NG,7.35,4.18,193.7584075927734,73.41,98,2.73,68,1538020795,75.63491616888336,635.6903339666748
19073,Quilmana,PE,-12.95,-76.38,159.195556640625,55.68,91,2.62,8,1538020796,57.508033025170896,522.2951500488281
19074,Haputale,LK,6.77,80.96,1414.922607421875,77.55,91,3.18,12,1538020796,93.79747140566894,4642.134687333984
19075,Bolhrad,UA,45.69,28.61,76.10311126708984,30.2,86,3.36,8,1538019000,31.073887460493317,249.68213156951904
19076,Biloxi,US,30.4,-88.89,6.037646770477295,78.98,94,5.82,75,1538020380,79.0493299356066,19.808553030452728
19077,Kanakapura,IN,12.54,77.42,636.6533203125,71.6,94,2.24,40,1538019000,78.9106518779492,2088.7576794140623
19078,Mount Abu,IN,24.59,72.71,1152.989501953125,79.71,52,3.62,0,1538020797,92.94970927155761,3782.7740775878906
19079,Kozhanka,UA,49.97,29.75,198.0871124267578,44.6,81,17.9,90,1538017200,46.87462242676972,649.892121934204
19080,Oconomowoc,US,43.11,-88.5,264.0387573242188,51.08,100,8.21,1,1538019300,54.11194120802856,866.26891657959
19081,National City,US,32.68,-117.1,21.37738227844238,68,75,4.7,90,1538017320,68.24547519806042,70.1357708744049
19082,Jarwal,IN,27.12,81.54,112.637336730957,81.6,99,1.72,44,1538020798,82.89340777944138,369.545079840393
19083,Ron,IN,15.7,75.73,575.6546630859375,73.86,99,4.41,80,1538020798,80.47020795693604,1888.6308448388672
19084,Broumov,CZ,49.89,12.61,572.4141845703125,42.8,77,2.24,0,1538017200,49.37299773656982,1877.999353305664
19085,Santa Anita,MX,27.52,-109.92,37.8141975402832,84.03,52,3.62,0,1538020799,84.46421816150323,124.06233185806275
19086,Kholmskaya,RU,44.85,38.39,43.94311141967773,39.2,93,2.24,0,1538017200,39.704596111845476,144.17031767013546
19087,Empangeni,ZA,-28.75,31.9,100.3585205078125,65.76,87,2.84,64,1538020799,66.91241086947998,329.26024842285153
19088,Moshkovo,RU,55.3,83.61,218,57.2,82,2.24,0,1538017200,59.703280920000005,715.22312
19089,Krasnoslobodsk,RU,54.42,43.79,152.3715209960938,37.05,80,14.14,88,1538020800,38.79967303330688,499.9065809448244
19090,Christiansburg,US,37.13,-80.41,636.0225219726562,71.06,96,2.73,40,1538018160,78.3634084584607,2086.6881309887694
19091,Krosno Odrzanskie,PL,52.05,15.1,43.78731918334961,57.2,54,11.41,90,1538019000,57.70280715894326,143.65918826950073
19092,Amiens,FR,49.89,2.3,36.79417037963867,44.6,81,3.36,0,1538019000,45.02250525081917,120.71578594833375
19093,Beri,IN,25.9,79.89,115.9760437011719,84.3,72,4.63,0,1538020801,85.63174595125793,380.4988432165528
19094,Pittsburgh,US,40.44,-79.99,247.4088439941406,59,83,5.82,1,1538018100,61.840980911054075,811.7088317297362
19095,Garelochhead,GB,56.08,-4.83,6.817652225494385,60.8,82,14.99,100,1538018400,60.87828669144621,22.367626127490997
19096,Kamojima,JP,34.07,134.35,16.04687118530273,71.6,73,4.7,75,1538017200,71.78426525900855,52.64721685958861
19097,North Ridgeville,US,41.39,-82.02,222.5064392089844,64.04,74,8.05,75,1538018280,66.59502809105042,730.0080260144044
19098,Ebebiyin,GQ,2.15,11.34,580.0601806640625,68.82,99,2.06,92,1538020805,75.48079625095458,1903.0846431298828
19099,Askoy,NO,60.4,5.18,20.43524360656738,46.05,100,6.64,92,1538020868,46.28465667621959,67.04476463417052
19100,Kuzedeyevo,RU,53.33,87.2,229.4417724609375,56.85,81,3.4,80,1538020807,59.4846661066626,752.7617447607422
19101,Mandi Bahauddin,PK,32.58,73.49,221.9724731445312,80.43,66,4.18,56,1538020808,82.97889659077028,728.2561687915037
19102,Vilela,PT,41.24,-8.38,269.7640991210938,64.4,93,2.06,0,1538019000,67.49768496436158,885.0528469604494
19103,Ukwa,IN,21.97,80.47,623.1495361328125,82.32,69,3.96,0,1538020809,89.4755887344409,2044.4539241259765
19104,Atengo,MX,20.18,-99.33,1984.490478515625,58.11,80,4.41,44,1538020810,80.8977850953662,6510.795741533203
19105,Glebychevo,RU,60.44,28.72,19.93920707702637,47.22,82,19.51,36,1538020811,47.44896071851307,65.4173481465912
19106,Kety,PL,49.88,19.22,277.5088500976562,50,61,10.29,75,1538019000,53.18661747514038,910.4621357543944
19107,Bramming,DK,55.47,8.7,13,57.2,100,10.29,100,1538018940,57.34927822,42.65092
19108,Tapah,MY,4.2,101.26,44.74717712402344,87.8,66,3.36,75,1538017200,88.31382915008453,146.80832859558106
19109,Vakhsh,TJ,37.72,68.84,434.3013305664062,59.64,68,3.62,32,1538020874,64.6270561208142,1424.873177375488
19110,Camotan,GT,14.82,-89.37,467.059814453125,67.65,99,1.72,80,1538020875,73.01321982577637,1532.3485216503907
19111,Napuro,PH,12.03,124.71,8.810303688049316,84.93,81,18.28,56,1538020814,85.03116818863165,28.90519675189972
19112,Firminopolis,BR,-16.58,-50.3,661.2443237304688,73.41,41,4.63,20,1538020876,81.00302889473754,2169.436827067871
19113,Nadezhda,RU,56.73,85.06,141.224365234375,58.74,85,3.51,0,1538020814,60.36167091252442,463.3345464355469
19114,Sostanj,SI,46.38,15.05,362.3242492675781,37.4,100,1.12,0,1538019000,41.56054761488464,1188.727889967041
19115,Mihail Kogalniceanu,RO,44.37,28.45,78.78215026855469,35.6,69,9.17,0,1538019000,36.5046507046048,258.471629887085
19116,Ecuandureo,MX,20.16,-102.19,1585.792236328125,61.17,94,2.17,48,1538020878,79.37955710222168,5202.730600634765
19117,Chichica,PA,8.49,-82.16,242.7626800537109,75.21,100,2.95,76,1538020817,77.99762928929596,796.4655112274169
19118,Boudry,CH,46.96,6.84,501.5479431152344,44.6,87,2.24,0,1538018400,50.35924493791565,1645.4985536901856
19119,Nakhon Ratchasima,TH,14.97,102.09,188,89.6,75,4.7,8,1538017200,91.75879271999999,616.79792
19120,San Esteban,HN,15.21,-85.77,448.8394775390625,68.73,97,2.17,88,1538020818,73.88399679021241,1472.5705114892578
19121,Hosangadi,IN,13.7,74.96,101.4328842163086,78,91,3.18,20,1538020819,79.16474772348282,332.78506385223386
19122,Jayanca,PE,-6.39,-79.82,65.73320770263672,66.2,29,14.99,0,1538017200,66.95481048005692,215.66013715911865
19123,Niesky,DE,51.29,14.82,181.3302154541016,46.05,59,7.65,100,1538020820,48.132203984246516,594.9154240704347
19124,Mahates,CO,10.23,-75.19,9.517333030700684,82.4,83,2.24,75,1538017200,82.50928696415156,31.22484690044403
19125,Murnau,DE,48.23,12.29,471.161865234375,37.4,100,1.12,0,1538018400,42.81032342877441,1545.806693935547
19126,Cvikov,CZ,50.78,14.63,358.0960083007812,48.48,58,8.43,44,1538020882,52.59199497755737,1174.855707873535
19127,Pavlodolskaya,RU,43.72,44.47,147.2488861083984,46.59,93,3.06,56,1538020821,48.280850124249575,483.10003549987783
19128,Bhuvanagiri,IN,11.44,79.65,5.081884384155273,79.71,97,2.51,76,1538020822,79.76835497347018,16.67284956291199
19129,Khatra,IN,22.98,86.85,143.9356842041016,82.68,98,4.18,44,1538020823,84.33280482557466,472.2299501641847
19130,San Marco In Lamis,IT,41.71,15.64,573.435546875,66.03,100,12.8,0,1538020885,72.61472597863282,1881.350279609375
19131,Upice,CZ,50.51,16.02,340.0328979492188,41,86,2.24,40,1538017200,44.904577365177005,1115.593532907715
19132,Palm Beach Gardens,US,26.82,-80.14,8.257316589355469,84.02,74,10.29,40,1538019300,84.11481827095658,27.090934559020997
19133,Store Heddinge,DK,55.31,12.39,29.98098373413086,57.2,87,13.87,24,1538018400,57.544269837360005,98.36281067428588
19134,College Station,US,30.63,-96.33,103.5670700073242,74.48,74,10.29,90,1538018100,75.66925445086991,339.78698596282953
19135,Jak,HU,47.14,16.58,204.7505950927734,37.95,82,4.07,0,1538020825,40.30113879841461,671.7539424041747
19136,Nannilam,IN,10.88,79.61,13.69352436065674,82.68,77,4.18,44,1538020825,82.83724191862197,44.92626246341706
19137,Tiszakecske,HU,46.93,20.1,84.51288604736328,41,75,6.93,0,1538018100,41.97045639970871,277.27325705963136
19138,General Nakar,PH,14.76,121.64,3.157525300979614,85.38,90,14.7,44,1538020826,85.41625767357962,10.359335308465957
19139,Kurskaya,RU,44.04,44.45,167.8946685791016,46.59,93,3.06,56,1538020826,48.51792440561371,550.8355444610596
19140,Irricana,CA,51.32,-113.6,937.3902587890625,50,71,3.36,75,1538017680,60.76399609825928,3075.427456645508
19141,Perur,IN,10.98,76.91,418.4121704101562,78.8,78,3.62,40,1538019000,83.6046018480896,1372.7433851684568
19142,Suaza,CO,1.98,-75.8,1020.254211425781,64.23,96,1.39,8,1538020827,75.94551789454957,3347.2908270141593
19143,Ribeirao Preto,BR,-21.18,-47.81,560.2382202148438,78.8,54,6.93,0,1538017200,85.23318186843383,1838.051962409668
19144,Rogovatoye,RU,51.23,38.38,207.8835601806641,37.77,72,13.91,76,1538020828,40.15711444854096,682.03269958313
19145,Liaqatabad,PK,31.56,74.3,212.1266021728516,82.4,69,4.18,0,1538018700,84.83583704515473,695.9534414727784
19146,Mairana,BO,-18.12,-63.96,1326.417114257812,64.41,77,5.53,12,1538020828,79.64116813799559,4351.7623251416
19147,Pajacuaran,MX,20.12,-102.57,1528.049194335938,61.98,100,2.06,8,1538020829,79.52649721560792,5013.284918745118
19148,Girua,BR,-28.03,-54.35,430.0346069335938,65.31,94,3.18,36,1538020829,70.24806158934204,1410.874739812012
19149,Berja,ES,36.85,-2.95,349.0779113769531,73.4,78,11.41,40,1538019000,77.40844071166687,1145.268774761963
19150,Garautha,IN,25.57,79.3,153.0142669677734,86.19,56,4.63,0,1538020829,87.94705364673491,502.0153276385497
19151,Vasyshcheve,UA,49.83,36.33,95.8351821899414,39.2,80,11.18,0,1538019000,40.30046964697617,314.4198991360474
19152,Khalimbekaul,RU,42.85,47.14,385.9383850097656,53.6,87,8.95,40,1538017200,58.03170731876404,1266.2020910754395
19153,Enfield,US,41.98,-72.58,37.91242980957031,69.98,83,14.99,90,1538019480,70.41534615675751,124.38461621643066
19154,Gevrai,IN,19.27,75.75,458.0018920898438,74.76,94,4.18,0,1538020830,80.01920824675416,1502.6309276440431
19155,Lagarto,BR,-10.91,-37.67,165.3941345214844,77,73,10.29,20,1538020800,78.89921092306213,542.6316923034669
19156,Medveditskiy,RU,50.79,44.71,105.3582229614258,34.26,90,8.77,0,1538020831,35.46982215277267,345.6634722207642
19157,Turi,IT,40.92,17.02,242.8365173339844,62.6,45,9.17,0,1538018400,65.3884771583551,796.7077595300294
19158,Kalinin,RU,53.75,40.66,165,41.1,74,19.95,92,1538020832,42.9946851,541.3386
19159,Gjirokaster,AL,40.08,20.14,208.1558685302734,62.6,59,13.87,40,1538018400,64.99024134898102,682.9260997088622
19160,Sarrebourg,FR,48.73,7.05,254.4443206787109,42.8,100,2.17,0,1538019000,45.721768867694394,834.791105055542
19161,Toltestava,HU,47.63,17.73,117.2151107788086,46.4,65,5.82,0,1538018100,47.74597408416641,384.5640240475464
19162,Dalsingh Sarai,IN,25.67,85.83,52.99654769897461,86.73,63,4.74,24,1538020833,87.33855617743447,173.87319355270387
19163,Kamachumu,TZ,-1.62,31.62,1516.9599609375,62.6,88,3.74,20,1538017200,80.01916021384766,4976.902918242187
19164,Gangtok,IN,27.33,88.61,1571.181274414062,49.02,65,1.72,12,1538020834,67.06178030322022,5154.794372348631
19165,Ladson,US,32.99,-80.11,14.54710102081299,80.6,94,5.86,1,1538019300,80.76704348819592,47.72671091312409
19166,Salgado De Sao Felix,BR,-7.36,-35.44,60.48177719116211,73.4,78,10.29,40,1538017200,74.09450861857948,198.4310338798523
19167,Bjorkelangen,NO,59.88,11.57,130.7174377441406,45.33,59,6.2,20,1538020834,46.8310204945697,428.8629984484862
19168,Manukan,PH,8.53,123.1,-2.270256042480469,84.39,83,13.35,44,1538020603,84.36393078607956,-7.448346834411622
19169,Cantapoy,PH,9.49,125.44,99.00057983398438,85.56,81,19.28,12,1538020723,86.69681771819886,324.8050623425293
19170,Coremas,BR,-7.02,-37.95,214.6959991455078,73.86,59,11.79,0,1538020835,76.32534127642792,704.3832218365478
19171,Madawaska,US,46.88,-67.95,137.7535705566406,68,89,12.75,90,1538016960,69.58181598548767,451.9474244250487
19172,Talcher,IN,20.95,85.21,99.90619659423828,84.03,89,3.74,32,1538020835,85.17721686111985,327.7762460342407
19173,Ipala,GT,14.62,-89.62,822.11572265625,66.66,98,1.95,88,1538020835,76.10030551631836,2697.2301475195313
19174,Temuco,CL,-38.74,-72.59,122.3573303222656,46.68,93,4.74,92,1538020836,48.08502188265076,401.43482361450185
19175,Edison,US,31.56,-84.74,91.90129089355469,77,94,4.74,1,1538019300,78.05529700925324,301.51343121520995
19176,Nohar,IN,29.18,74.77,190.1600036621094,82.5,63,4.52,24,1538020836,84.68359591245178,623.884546414795
19177,Novomalorossiyskaya,RU,45.63,39.89,38.03457260131836,40.65,86,7.31,0,1538020837,41.08674871510658,124.78534717330932
19178,Fundao,PT,40.14,-7.5,490.3451538085938,64.05,72,6.98,0,1538020837,69.68060398047486,1608.7439944213868
19179,Fatwa,IN,25.52,85.32,51.59983062744141,89.6,75,2.24,20,1538019000,90.19251775910507,169.2907883157349
19180,Binay,PH,13.5,122.6,18.23555564880371,86.1,82,13.47,20,1538020838,86.30939779138187,59.82794039482117
19181,Cerinza,CO,5.96,-72.95,2801.06396484375,55.5,96,1.72,88,1538020838,87.66444944446289,9189.84269841797
19182,Salavat,RU,53.36,55.92,155,48.21,100,5.3,92,1538020838,49.9898557,508.5302
19183,Vienna,US,37.42,-88.9,115.6664123535156,62.06,74,4.7,40,1538019300,63.38819047307068,379.4829923059081
19184,Gambat,PK,27.35,68.52,54.84015274047852,81.15,75,1.95,32,1538020839,81.77972618350975,179.92176671707156
19185,Woudrichem,NL,51.82,5,0,51.8,81,5.82,0,1538018700,51.8,0.0
19186,Jansath,IN,29.33,77.85,241.93408203125,79.08,94,3.96,0,1538020839,81.85811454791993,793.7470136914062
19187,Horn,AT,48.66,15.66,311.9281616210938,39.2,80,4.7,0,1538017200,42.78185236420533,1023.3863897729494
19188,Ladybrand,ZA,-29.19,27.46,1580.999145507812,42.81,49,3.51,0,1538020840,60.964518327917474,5187.0052365478505
19189,Arles,FR,43.68,4.63,7.394792556762695,55.4,87,3.36,0,1538019000,55.48491395924175,24.26113121192932
19190,Molnlycke,SE,57.66,12.12,53.2214241027832,50,81,10.29,75,1538018400,50.61113841968681,174.61097705337525
19191,Kuang,MY,3.26,101.55,56.06444931030273,87.8,70,9.17,75,1538019000,88.44378470756324,183.9384878752136
19192,Burke,US,43.18,-99.29,675.6906127929688,57.92,72,3.36,1,1538018100,65.67891476526489,2216.8327900756835
19193,Taclobo,PH,12.31,122.59,10.84622192382812,93.2,44,16.11,40,1538017200,93.324546515578,35.58471873657225
19194,Parad,HU,47.92,20.03,257.1377868652344,39.66,84,3.96,0,1538020841,42.61269777830627,843.6279366589356
19195,Birganj,NP,27.01,84.88,88.77915954589844,79.62,96,4.63,68,1538020841,80.63944576231599,291.27021780456545
19196,Beringen,LU,49.76,6.12,248.2919464111328,50,61,6.93,0,1538018400,52.85112152312225,814.606149463501
19197,Berdyaush,RU,55.17,59.15,432.4062194824219,53.7,77,3.74,92,1538020842,58.665294673943485,1418.6556211267089
19198,Mariquita,CO,5.2,-74.89,484.4675598144531,63.96,99,1.83,88,1538020842,69.52311192129578,1589.4605489416504
19199,Klintsy,RU,52.76,32.24,167.0659637451172,43.08,95,25.66,92,1538020842,44.998408437727356,548.1166964935303
19200,Semirara,PH,12.07,121.4,5.923267364501953,80.52,100,14.14,32,1538020842,80.58801652375053,19.43329250015259
19201,Khed,IN,18.85,73.88,592.4644165039062,74.4,98,3.96,20,1538020843,81.20323334684937,1943.7809562426758
19202,Scalea,IT,39.82,15.79,85.17394256591797,66.21,100,19.17,0,1538020843,67.18804727204788,279.4420777279663
19203,Smolenskaya,RU,44.79,38.8,66.05963897705078,39.2,93,2.24,0,1538017200,39.95855887079514,216.7311059414673
19204,Sutatausa,CO,5.25,-73.85,2643.87890625,53.6,87,3.36,75,1538017200,83.95950284773437,8674.14367078125
19205,Peravurani,IN,10.15,79.08,38.18046951293945,79.98,100,4.29,32,1538020844,80.41842404058892,125.26401159683228
19206,Toronto,CA,43.65,-79.39,90.1313247680664,57.2,71,2.24,1,1538017200,58.23497259443222,295.706455552063
19207,Couvin,BE,50.05,4.5,209.6143798828125,44.6,81,4.7,0,1538020200,47.00698934733155,687.7112420947266
19208,Speightstown,BB,13.25,-59.65,-0.01979220658540726,82.4,74,16.11,20,1538017200,82.39977272727931,-0.06493506305366756
19209,Coatepec,MX,19.45,-96.96,1192.176879882812,51.18,92,0.38,12,1538020845,64.86969558108154,3911.341594594725
19210,Kartal,HU,47.67,19.53,161.7071380615234,33.8,80,3.18,0,1538019000,35.656873363932185,530.5352468377685
19211,Jubbal,IN,31.11,77.67,1882.646850585938,61.08,40,2.17,0,1538020845,82.6983208264673,6176.663093276368
19212,Zivinice,BA,44.45,18.65,217,30.2,92,1.12,0,1538019000,32.69179798,711.94228
19213,Saschiz,RO,46.19,24.96,412.2693481445312,28.4,92,4.7,0,1538019000,33.13406418858276,1352.5897681665037
19214,Qusar,AZ,41.43,48.44,654.3521118164062,51.81,100,4.74,92,1538020714,59.32388603886108,2146.824582531738
19215,Tinaquillo,VE,9.92,-68.31,422.8426818847656,75.2,83,2.62,75,1538017200,80.05547714552185,1387.2791844348144
19216,Atizapan,MX,19.25,-99.55,2578.025634765625,62.6,87,5.82,75,1538016720,92.20331368247558,8458.089623564452
19217,Itapetinga,BR,-15.25,-40.25,288.04443359375,66.66,93,3.85,80,1538020847,69.96759694829102,945.0276995117188
19218,Elk Grove,US,38.41,-121.37,14.94204807281494,80.96,25,5.64,1,1538019300,81.13157864149724,49.02246899921417
19219,Edenderry,IE,53.34,-7.05,94.98400115966797,57.2,87,5.82,40,1538019000,58.2906955862764,311.62731036468506
19220,Maribo,DK,54.78,11.5,14.28321266174316,60.99,94,22.19,76,1538020847,61.15401327400204,46.86093542915343
19221,Petrov Val,RU,50.14,45.21,108.3324432373047,32.28,92,3.4,0,1538020848,33.523974945747376,355.42141307067874
19222,Sinzheim,DE,48.76,8.17,132.0513763427734,41,100,2.24,40,1538019000,42.51633803146149,433.23943756042473
19223,Holbaek,DK,55.72,11.72,1.102630853652954,57.2,87,13.87,20,1538018400,57.21266144393465,3.617555409898758
19224,Platon Sanchez,MX,21.28,-98.37,58.13726043701172,69.81,100,2.39,88,1538020848,70.47758667336258,190.73904953216552
19225,Rouvroy,BE,50.62,5.4,168.9582824707031,48.2,87,9.17,0,1538020380,50.14013782011414,554.3250914611815
19226,Osmaniye,TR,37.07,36.26,141.7991180419922,64.32,90,2.73,8,1538020849,65.94827076452911,465.22021843688964
19227,Moldava Nad Bodvou,SK,48.61,21,209.0801239013672,41,75,2.24,0,1538019000,43.40085451795196,685.9584337005615
19228,San Enrique,PH,11.07,122.66,34.34512329101562,85.83,69,12.46,32,1538020849,86.22438299004334,112.68085429809568
19229,Novomichurinsk,RU,54.04,39.74,116.8567504882812,40.29,95,23.09,92,1538020850,41.6318590544519,383.38830127197247
19230,Mangulile,HN,15.04,-86.82,662.757568359375,67.29,84,0.94,68,1538020850,74.90040539201661,2174.401540576172
19231,Diglur,IN,18.55,77.6,370.2044372558594,75.48,95,3.96,36,1538020577,79.7310353407428,1214.5815259265137
19232,Blaubeuren,DE,48.41,9.78,651.9550170898438,41,93,2.62,40,1538018400,48.48636034394165,2138.960098269043
19233,Manage,BE,50.5,4.23,136.1243133544922,48.2,81,4.7,0,1538020200,49.76310732279084,446.60209222595216
19234,Klungkung,ID,-8.53,115.4,115.1484451293945,84.2,58,8.05,20,1538019000,85.52224268651413,377.78362471832264
19235,Rolante,BR,-29.65,-50.58,44.02680969238281,69.8,100,3.36,40,1538017200,70.30555721408905,144.44491831115724
19236,Tirunelveli,IN,8.73,77.69,45.50998687744141,77.82,92,3.96,24,1538020851,78.34258844871444,149.3109853469849
19237,Persan,FR,49.15,2.27,28.8846263885498,48.2,93,2.24,0,1538019000,48.53168043174214,94.76583764060973
19238,Holsted,DK,55.51,8.92,32.30309295654297,57.2,100,10.29,92,1538018940,57.570934478234406,105.98127949554443
19239,Dolny Kubin,SK,49.21,19.3,507.6755676269531,37.4,93,2.24,75,1538019000,43.22960808252624,1665.6023092932128
19240,Patris,GR,40.56,22.19,99.8906478881836,55.4,30,3.36,20,1538018400,56.54703831626114,327.72523321746826
19241,Mambajao,PH,9.25,124.72,9.37600040435791,84.39,80,12.46,20,1538020853,84.49766405008322,30.761157166633605
19242,Dorchester,GB,50.71,-2.44,70.68470001220703,41,93,1.12,20,1538018040,41.811668169158175,231.90519118804932
19243,Monchengladbach,DE,51.2,6.43,78.45069885253906,48.2,87,1.12,5,1538020380,49.10084466788178,257.38419082336424
19244,Schladming,AT,47.39,13.69,761.6045532226562,46.4,75,10.29,0,1538018400,55.14545938838257,2498.7026823950196
19245,Le Creusot,FR,46.81,4.43,359.9886474609375,46.4,87,2.24,0,1538019000,50.53372803947509,1181.0651541357422
19246,Bolingbrook,US,41.7,-88.07,211.6620788574219,57.92,76,5.41,1,1538019300,60.35050295179504,694.429414798584
19247,Sherman,US,33.64,-96.61,224.6513977050781,62.06,69,5.82,90,1538018100,64.63965852076355,737.0452916467284
19248,Roslavl,RU,53.95,32.86,196.0100250244141,43.35,95,28.68,92,1538020854,45.600771356753846,643.0775305010987
19249,Nossa Senhora Do Socorro,BR,-10.86,-37.13,10.55605602264404,77,73,10.29,20,1538020800,77.12121455794465,34.63273084133147
19250,Correggio,IT,44.77,10.78,35.11020278930664,48.2,66,8.05,0,1538018400,48.60316835201744,115.1909577192688
19251,Sao Bartolomeu De Messines,PT,37.26,-8.29,158.5435791015625,77,73,16.11,0,1538017200,78.82054640620849,520.1561160595703
19252,Ghogha,IN,21.69,72.28,1.240888833999634,77.37,84,4.29,0,1538020855,77.3842490520275,4.071157722139359
19253,Wolfhagen,DE,51.33,9.17,249.9004516601562,57.2,93,1.12,0,1538018400,60.06959189238648,819.8833978247069
19254,Aron,IN,24.38,77.42,519.044677734375,79.89,65,5.64,0,1538020856,85.85015889174316,1702.9025404980468
19255,Punta Umbria,ES,37.18,-6.97,8.700678825378418,70.8,88,7.09,0,1538020856,70.89990937291108,28.545535117454527
19256,Yuzawa,JP,39.05,140.54,475.7042541503906,57.2,93,4.7,75,1538017200,62.66248340815369,1560.7095451867676
19257,Maruko,JP,36.32,138.27,533.6106567382812,62.6,82,5.82,75,1538017200,68.72741915468629,1750.6911870532226
19258,Boyarka,UA,50.32,30.3,180.7341461181641,46.4,75,11.18,90,1538019000,48.47535935582611,592.9598159503174
19259,Ligourion,GR,37.62,23.03,401.2975463867188,62.6,51,20.8,40,1538018400,67.2080756473059,1316.5930420874024
19260,Doctor Phillips,US,28.45,-81.49,33.76808929443359,82.94,94,4.74,8,1538019300,83.32775694328262,110.7876980807495
19261,Sialkot,PK,32.49,74.54,261.5001525878906,84.2,66,4.7,20,1538020800,87.20279056215759,857.940160616455
19262,Nizhneye Kazanishche,RU,42.76,47.16,597.7747802734375,53.6,87,8.95,40,1538017200,60.46421193539307,1961.2034101123047
19263,Jiaxing,CN,30.76,120.75,9.09979248046875,75.2,78,4.47,40,1538017200,75.30449237106568,29.854963161621093
19264,Polican,AL,40.61,20.1,317.3673400878906,45.69,40,6.98,0,1538020859,49.33431012418884,1041.231464053955
19265,Desert Hot Springs,US,33.96,-116.5,322.4039306640625,96.08,28,1.95,1,1538019300,99.78214499157959,1057.7557118798827
19266,Karmaskaly,RU,54.37,56.17,138.4306793212891,48.2,93,4.47,75,1538017200,49.78959118480561,454.1689099444581
19267,Heerenveen,NL,52.96,5.93,1.922779679298401,59,93,6.93,32,1538018700,59.022079163690606,6.308332483029366
19268,Itinga,BR,-16.61,-41.77,263.7078247070312,69.63,85,8.99,24,1538020860,72.65814112864135,865.1831796118162
19269,Khargupur,IN,27.38,81.99,115.1599426269531,82.05,86,4.29,36,1538020860,83.37237471158875,377.8213461682128
19270,Olympia,US,47.05,-122.89,28.46957778930664,64.04,55,3.85,1,1538018100,64.36691445357995,93.4041295942688
19271,Santa Cruz Verapaz,GT,15.37,-90.43,1418.9365234375,68.37,95,0.94,92,1538020860,84.6635629624414,4655.303703554688
19272,Cabugao,PH,11.45,122.87,0.2967387735843658,88.35,72,11.34,12,1538020861,88.35340743353274,0.9735524379265307
19273,Sitapur,IN,27.56,80.68,140.8034210205078,82.32,84,4.52,48,1538020861,83.93683723537322,461.95349582092285
19274,Oakley,US,38,-121.71,4.157956123352051,80.96,38,3.96,1,1538019000,81.00774556068708,13.641588767738343
19275,La Paz Centro,NI,12.34,-86.68,68.75466918945312,82.4,74,9.17,40,1538017200,83.18950574102234,225.57306886352538
19276,Jaguariaiva,BR,-24.25,-49.71,840.9924926757812,65.58,94,2.84,88,1538020862,75.23706633384643,2759.16180967041
